Loan_ID,Customer_ID,Branch_ID,Loan_Amount,Loan_Term,Interest_Rate,Loan_Type,Application_Date,Approval_Status,Default_Status
3532,8520,46,4500000,84,11.95,Business,2023-03-19,Rejected,Not Applicable
3533,1099,84,1248198.92,36,15.28,Gold,2023-12-19,Pending,Not Applicable
3534,937,16,1886632.13,84,11.98,Auto,2022-11-02,Rejected,Not Applicable
3535,4114,71,4500000,120,10.07,Home,2024-12-02,Rejected,Not Applicable
3536,7245,100,4500000,48,7.79,Home,2023-02-09,Rejected,Not Applicable
3537,3763,43,4500000,36,12.16,Home,2023-05-17,Rejected,Not Applicable
3538,3732,74,1022500.11,36,11.41,Personal,2024-03-17,Rejected,Not Applicable
3539,8410,93,466818.27,60,14.49,Personal,2022-11-10,Approved,No Default
3540,9396,22,3589213.15,84,10.69,Auto,2024-09-10,Rejected,Not Applicable
3541,329,18,1100356.31,48,10.75,Education,2024-07-21,Pending,Not Applicable
3542,4519,52,1347208.78,12,11.86,Personal,2022-03-18,Approved,No Default
3543,3387,94,4389215.0,48,10.61,Auto,2025-02-24,Approved,No Default
3544,6595,24,4500000,12,13.39,Business,2022-10-28,Rejected,Not Applicable
3545,8042,39,892839.71,24,11.85,Personal,2022-01-19,Pending,Not Applicable
3546,7274,26,4339939.57,36,12.94,Personal,2024-12-06,Approved,No Default
3547,4876,4,4500000,36,11.57,Auto,2023-09-06,Rejected,Not Applicable
3548,7734,84,745816.62,12,11.48,Gold,2023-11-12,Approved,No Default
3549,6644,65,1911317.03,24,13.44,Education,2022-07-09,Approved,Default
3550,8574,57,4500000,60,10.92,Home,2022-02-18,Rejected,Not Applicable
3551,3063,11,4500000,48,7.5,Home,2022-06-16,Approved,No Default
3552,8178,77,1622159.29,36,11.39,Personal,2022-03-08,Rejected,Not Applicable
3553,6230,29,2377031.88,60,7.5,Home,2023-06-04,Approved,No Default
3554,8692,55,4500000,48,15.86,Business,2022-11-04,Rejected,Not Applicable
3555,619,80,2542415.63,48,9.44,Home,2023-11-22,Rejected,Not Applicable
3556,7389,85,3309577.63,12,15.47,Business,2023-10-10,Pending,Not Applicable
3557,4418,58,1050912.12,36,13.7,Personal,2022-11-21,Rejected,Not Applicable
3558,6493,40,2693155.77,48,10.51,Education,2022-04-01,Approved,No Default
3559,4639,66,787144.86,60,9.35,Education,2025-03-24,Approved,No Default
3560,9626,77,3995496.98,36,9.93,Auto,2022-07-16,Rejected,Not Applicable
3561,6381,36,1487964.78,60,12.79,Gold,2024-06-12,Approved,No Default
3562,9169,83,4500000,36,11.91,Business,2025-02-05,Rejected,Not Applicable
3563,743,100,3027303.96,36,8.78,Home,2023-01-24,Rejected,Not Applicable
3564,8347,80,762278.41,60,12.13,Gold,2024-06-02,Approved,Default
3565,8479,91,4500000,60,12.56,Auto,2024-09-04,Rejected,Not Applicable
3566,1795,84,240843.03,60,15.01,Gold,2022-01-29,Rejected,Not Applicable
3567,2002,48,3927868.47,36,8.71,Home,2024-08-30,Approved,No Default
3568,3506,11,4500000,12,11.58,Home,2022-12-25,Rejected,Not Applicable
3569,8199,40,822488.03,12,13.28,Personal,2022-09-16,Approved,No Default
3570,1431,29,4500000,36,16.56,Business,2025-03-24,Approved,No Default
3571,3489,10,1961605.15,24,15.06,Personal,2025-01-30,Rejected,Not Applicable
3572,3132,30,4500000,120,8.46,Home,2022-09-01,Rejected,Not Applicable
3573,7482,58,2672229.44,24,7.98,Auto,2024-09-16,Rejected,Not Applicable
3574,2089,58,4500000,84,10.41,Home,2022-01-21,Rejected,Not Applicable
3575,4057,90,459363.35,120,9.9,Education,2024-07-22,Pending,Not Applicable
3576,1542,75,1403686.96,12,12.12,Gold,2022-09-05,Rejected,Not Applicable
3577,8392,12,1705835.4,12,12.84,Education,2022-12-02,Rejected,Not Applicable
3578,3774,33,4500000,12,7.5,Home,2022-11-05,Approved,No Default
3579,6135,31,4500000,84,8.16,Home,2024-07-14,Rejected,Not Applicable
3580,8924,100,1702701.51,60,13.39,Personal,2022-02-17,Approved,Default
3581,2014,75,3188502.08,36,9.24,Home,2024-04-25,Rejected,Not Applicable
3582,5618,81,3041602.69,36,8.71,Home,2023-09-04,Approved,No Default
3583,5111,49,4500000,36,8.92,Home,2024-08-14,Rejected,Not Applicable
3584,7757,86,3451015.42,36,7.5,Home,2023-03-09,Rejected,Not Applicable
3585,3731,28,3426520.32,48,15.83,Personal,2022-02-01,Rejected,Not Applicable
3586,8229,5,2505083.19,36,8.45,Auto,2023-03-13,Rejected,Not Applicable
3587,8935,70,4500000,12,12.06,Education,2024-05-01,Approved,No Default
3588,1475,84,4500000,48,8.07,Home,2022-03-09,Rejected,Not Applicable
3589,7828,64,1442696.65,48,7.5,Home,2023-02-11,Rejected,Not Applicable
3590,4841,80,1852475.1,48,10.71,Gold,2024-10-12,Rejected,Not Applicable
3591,4372,79,2366650.5,24,10.62,Auto,2023-08-22,Rejected,Not Applicable
3592,1352,98,4055671.65,48,10.05,Auto,2023-06-08,Rejected,Not Applicable
3593,5599,9,3406136.95,48,8.57,Auto,2023-11-19,Rejected,Not Applicable
3594,5947,76,1940604.07,36,12.47,Auto,2024-11-02,Pending,Not Applicable
3595,2165,96,1519801.71,60,12.52,Gold,2024-01-29,Rejected,Not Applicable
3596,8340,51,2723895.41,36,12.04,Business,2023-06-20,Approved,No Default
3597,9932,7,3083921.2,24,10.03,Auto,2025-02-18,Rejected,Not Applicable
3598,42,14,4500000,60,13.79,Business,2024-03-14,Approved,No Default
3599,180,34,4500000,12,7.75,Home,2023-05-29,Rejected,Not Applicable
3600,138,21,3085867.24,60,8.16,Auto,2023-12-17,Approved,No Default
3601,9852,30,1632061.09,48,9.95,Auto,2024-08-14,Approved,Default
3602,5236,30,3336757.2,12,13.48,Personal,2023-07-08,Approved,No Default
3603,2552,5,1017675.93,120,9.24,Education,2022-01-13,Pending,Not Applicable
3604,3312,81,2557706.64,84,13.21,Personal,2024-08-17,Rejected,Not Applicable
3605,4294,69,3343725.7,60,15.35,Personal,2022-12-09,Approved,No Default
3606,3055,97,4500000,24,7.93,Auto,2023-07-14,Rejected,Not Applicable
3607,3276,85,2138017.9,36,8.75,Home,2024-07-16,Rejected,Not Applicable
3608,2388,91,1185054.48,36,13.07,Gold,2023-02-15,Pending,Not Applicable
3609,3024,93,1453385.21,24,14.58,Gold,2024-07-16,Rejected,Not Applicable
3610,7460,97,1150882.63,84,8.26,Auto,2023-05-10,Rejected,Not Applicable
3611,8651,86,3021936.32,120,14.01,Business,2024-12-02,Rejected,Not Applicable
3612,6190,5,1763342.16,48,13.81,Education,2022-07-09,Rejected,Not Applicable
3613,9199,8,4500000,48,13.85,Business,2025-03-23,Approved,No Default
3614,8986,76,4500000,12,9.09,Home,2024-11-08,Rejected,Not Applicable
3615,2449,87,4500000,48,8.74,Home,2022-12-07,Approved,No Default
3616,215,27,4500000,24,7.5,Home,2025-02-26,Approved,No Default
3617,5638,96,1531172.99,12,7.5,Home,2023-10-05,Rejected,Not Applicable
3618,567,88,2169352.47,60,8.56,Auto,2024-05-13,Approved,No Default
3619,5749,1,4500000,60,8.45,Home,2023-05-05,Approved,No Default
3620,2714,23,2274565.78,48,12.24,Personal,2024-10-20,Approved,No Default
3621,8396,25,597512.25,24,11.65,Gold,2023-01-02,Approved,Default
3622,6474,29,3054828.14,84,12.34,Business,2022-02-17,Approved,No Default
3623,3110,6,4500000,84,9.68,Education,2024-04-21,Rejected,Not Applicable
3624,2715,29,4500000,48,12.04,Education,2023-12-10,Rejected,Not Applicable
3625,428,98,799173.35,60,14.26,Personal,2022-04-22,Rejected,Not Applicable
3626,5788,23,4500000,36,11.35,Home,2024-08-25,Approved,No Default
3627,6472,94,629328.53,60,10.73,Gold,2025-01-18,Approved,No Default
3628,8457,29,2967619.12,60,10.74,Home,2023-04-13,Approved,No Default
3629,290,98,3430777.76,12,9.59,Auto,2024-12-12,Rejected,Not Applicable
3630,2219,17,4500000,36,15.77,Business,2024-09-15,Approved,Default
3631,5696,6,3553274.89,120,9.68,Education,2025-03-31,Rejected,Not Applicable
3632,3958,89,4500000,60,7.5,Home,2025-03-22,Approved,No Default
3633,4473,100,316637.81,36,9.35,Auto,2024-03-18,Rejected,Not Applicable
3634,2548,32,1401256.33,24,12.89,Personal,2024-05-18,Rejected,Not Applicable
3635,3139,33,1200558.41,60,8.08,Auto,2024-12-16,Rejected,Not Applicable
3636,7968,39,3301061.76,48,7.5,Home,2022-01-13,Approved,No Default
3637,7881,41,4500000,24,11.07,Auto,2024-02-03,Approved,No Default
3638,2883,68,2017886.43,36,13.72,Personal,2024-02-05,Approved,No Default
3639,8896,19,452985.29,36,15.95,Personal,2024-10-21,Rejected,Not Applicable
3640,265,60,4500000,84,7.5,Home,2024-12-02,Rejected,Not Applicable
3641,4568,10,841123.59,60,13.01,Personal,2024-04-02,Rejected,Not Applicable
3642,8336,58,927916.82,48,12.4,Personal,2025-02-04,Approved,No Default
3643,4823,68,2560196.39,48,13.74,Business,2025-02-04,Approved,No Default
3644,5329,54,4500000,120,8.62,Home,2022-12-14,Approved,Default
3645,4816,65,4500000,12,8.91,Home,2025-02-23,Pending,Not Applicable
3646,8326,85,1993577.7,60,13.29,Personal,2022-04-04,Rejected,Not Applicable
3647,2865,58,1567320.11,48,9.9,Education,2025-02-04,Rejected,Not Applicable
3648,3861,79,4500000,36,8.2,Home,2022-08-13,Approved,No Default
3649,4356,7,4500000,36,13.05,Business,2023-01-27,Rejected,Not Applicable
3650,1974,34,772226.76,84,8.32,Home,2022-11-28,Rejected,Not Applicable
3651,185,76,4500000,12,9.08,Home,2023-03-22,Rejected,Not Applicable
3652,3532,40,3813580.14,36,8.63,Education,2022-03-24,Rejected,Not Applicable
3653,9321,11,654897.05,12,14.41,Business,2023-06-15,Rejected,Not Applicable
3654,8376,76,3561805.78,60,12.47,Personal,2022-09-24,Rejected,Not Applicable
3655,9154,7,445895.32,24,13.2,Gold,2024-10-15,Pending,Not Applicable
3656,2035,89,2822542.73,36,17.34,Business,2025-01-11,Rejected,Not Applicable
3657,602,92,454987.95,24,14.22,Gold,2024-08-31,Rejected,Not Applicable
3658,8528,92,4450470.73,48,10.95,Auto,2024-04-27,Rejected,Not Applicable
3659,8466,28,3787218.86,36,11.15,Auto,2022-11-01,Rejected,Not Applicable
3660,4226,67,4500000,24,8.33,Home,2022-04-05,Rejected,Not Applicable
3661,978,30,3030091.73,36,12.31,Business,2024-09-13,Rejected,Not Applicable
3662,6848,50,2539291.25,12,9.74,Home,2024-09-29,Approved,Default
3663,1603,69,4500000,60,11.64,Home,2023-10-20,Rejected,Not Applicable
3664,4076,52,4500000,120,8.98,Home,2023-05-30,Approved,No Default
3665,7803,21,4206141.79,84,12.16,Education,2025-03-13,Rejected,Not Applicable
3666,499,27,4500000,84,10.93,Home,2022-03-07,Approved,No Default
3667,9823,31,3065101.24,24,7.5,Home,2023-02-24,Rejected,Not Applicable
3668,5179,43,1672117.47,48,10.21,Gold,2023-09-09,Rejected,Not Applicable
3669,7471,17,1033397.15,120,13.67,Business,2022-02-06,Rejected,Not Applicable
3670,2729,17,4500000,24,11.22,Home,2024-04-20,Rejected,Not Applicable
3671,8201,50,2335154.04,12,11.43,Home,2023-05-29,Rejected,Not Applicable
3672,615,2,4126768.01,60,16.61,Business,2022-05-25,Approved,No Default
3673,5113,23,2381580.91,48,9.32,Home,2024-07-31,Approved,No Default
3674,5446,23,4500000,60,14.29,Business,2022-09-07,Approved,No Default
3675,9035,73,2506618.63,12,11.13,Auto,2025-01-23,Rejected,Not Applicable
3676,3465,36,843048.3,24,14.74,Personal,2023-10-30,Rejected,Not Applicable
3677,5973,78,2397377.68,84,10.91,Personal,2023-01-14,Rejected,Not Applicable
3678,7647,94,705051.62,24,14.75,Personal,2023-04-10,Rejected,Not Applicable
3679,4978,65,4500000,36,10.37,Home,2023-08-31,Rejected,Not Applicable
3680,3065,94,4500000,60,9.46,Home,2022-07-16,Rejected,Not Applicable
3681,8203,36,4500000,36,11.66,Home,2022-11-29,Approved,Default
3682,3756,78,4500000,60,9.13,Home,2023-04-26,Pending,Not Applicable
3683,1877,74,2111618.2,60,9.88,Home,2022-08-26,Rejected,Not Applicable
3684,9005,73,1368459.96,36,13.71,Personal,2023-07-10,Approved,No Default
3685,4869,78,4500000,120,10.25,Auto,2025-01-25,Rejected,Not Applicable
3686,5554,99,693632.51,120,10.56,Gold,2022-06-24,Rejected,Not Applicable
3687,3712,63,349032.18,60,8.86,Education,2022-10-19,Approved,No Default
3688,5115,57,1881273.75,48,11.18,Auto,2022-06-22,Pending,Not Applicable
3689,9325,59,1608280.95,60,11.71,Personal,2024-06-01,Rejected,Not Applicable
3690,6596,41,3304176.44,60,10.38,Home,2025-03-24,Rejected,Not Applicable
3691,5211,84,1515647.87,120,8.03,Home,2023-02-11,Approved,No Default
3692,6504,41,860549.53,36,12.16,Personal,2023-07-20,Approved,No Default
3693,6500,79,4500000,24,17.04,Business,2022-05-26,Rejected,Not Applicable
3694,2225,26,4342281.63,60,13.69,Business,2022-02-17,Approved,No Default
3695,4352,98,936531.86,120,11.32,Gold,2022-02-04,Rejected,Not Applicable
3696,5595,6,846400.36,36,11.03,Gold,2024-03-09,Rejected,Not Applicable
3697,472,72,3798328.88,24,7.5,Home,2023-01-03,Approved,No Default
3698,5671,55,4500000,48,11.34,Home,2023-12-30,Approved,Default
3699,2171,12,3000007.13,24,8.97,Auto,2023-12-27,Rejected,Not Applicable
3700,8779,95,929855.61,48,11.41,Gold,2022-07-17,Pending,Not Applicable
3701,1042,66,4500000,24,11.01,Home,2022-12-10,Approved,No Default
3702,9007,73,3323606.25,120,8.57,Auto,2022-01-02,Pending,Not Applicable
3703,6392,97,2099349.46,12,9.04,Education,2023-09-03,Rejected,Not Applicable
3704,1910,96,1183792.07,12,10.16,Auto,2022-11-27,Approved,No Default
3705,1346,3,565444.94,120,14.54,Personal,2024-08-20,Rejected,Not Applicable
3706,5547,10,673163.94,36,15.04,Personal,2022-07-04,Rejected,Not Applicable
3707,8870,10,776697.66,24,13.6,Personal,2022-08-19,Rejected,Not Applicable
3708,8204,70,1436640.87,60,12.55,Education,2022-01-21,Rejected,Not Applicable
3709,6328,62,4294345.24,60,7.59,Auto,2023-08-03,Approved,No Default
3710,4319,62,1001567.98,36,10.73,Education,2024-07-12,Approved,No Default
3711,839,37,4500000,120,14.48,Business,2024-06-16,Pending,Not Applicable
3712,1130,53,3652643.18,84,8.34,Auto,2022-09-03,Pending,Not Applicable
3713,4749,82,2474318.57,48,14.95,Personal,2022-06-02,Approved,No Default
3714,1304,67,3405940.87,84,13.42,Education,2024-05-15,Rejected,Not Applicable
3715,6609,82,876086.23,36,16.75,Personal,2023-08-20,Pending,Not Applicable
3716,7110,62,4396596.31,36,14.72,Personal,2023-12-25,Rejected,Not Applicable
3717,39,78,4500000,60,7.5,Home,2022-04-06,Rejected,Not Applicable
3718,3399,48,2056242.58,24,10.91,Education,2023-07-08,Approved,No Default
3719,769,83,3042650.99,36,10.39,Education,2024-06-17,Rejected,Not Applicable
3720,2038,93,1600474.42,60,14.87,Personal,2025-02-03,Approved,No Default
3721,1093,45,2976369.14,24,11.03,Home,2024-01-21,Rejected,Not Applicable
3722,3210,62,1084653.89,12,12.83,Gold,2022-11-02,Pending,Not Applicable
3723,3966,91,1635943.19,48,15.64,Business,2024-11-19,Rejected,Not Applicable
3724,6001,64,1324900.98,60,16.08,Personal,2022-12-06,Rejected,Not Applicable
3725,2283,36,3921635.78,24,10.28,Auto,2024-02-03,Approved,No Default
3726,2142,22,1407401.91,24,15.72,Personal,2022-12-31,Rejected,Not Applicable
3727,6043,10,848856.3,12,10.38,Home,2024-10-30,Approved,No Default
3728,4258,7,1723978.06,60,9.02,Education,2024-08-30,Pending,Not Applicable
3729,3689,99,1928811.74,36,13.7,Personal,2023-10-06,Approved,No Default
3730,2778,80,2832564.38,48,12.86,Personal,2024-06-23,Rejected,Not Applicable
3731,2076,24,4500000,36,12.79,Home,2022-05-31,Rejected,Not Applicable
3732,8277,55,4500000,24,8.74,Home,2024-12-14,Rejected,Not Applicable
3733,2410,97,2274374.17,120,12.81,Education,2022-01-07,Rejected,Not Applicable
3734,434,30,1153795.94,48,16.11,Business,2025-02-10,Rejected,Not Applicable
3735,1640,82,4500000,24,7.5,Home,2024-12-18,Rejected,Not Applicable
3736,8051,11,2594646.89,24,14.26,Personal,2022-08-11,Rejected,Not Applicable
3737,5986,53,984610.02,12,10.7,Gold,2025-01-13,Approved,Default
3738,2318,23,4500000,36,9.67,Home,2022-06-20,Approved,No Default
3739,3713,22,4500000,84,10.82,Home,2022-09-02,Rejected,Not Applicable
3740,9367,90,4500000,36,16.97,Business,2023-12-05,Approved,No Default
3741,2584,76,4500000,120,8.59,Home,2024-04-29,Rejected,Not Applicable
3742,1826,64,4500000,60,7.5,Home,2024-10-01,Approved,No Default
3743,6981,82,4500000,12,9.09,Home,2024-01-04,Rejected,Not Applicable
3744,14,54,4500000,24,10.27,Home,2024-10-03,Rejected,Not Applicable
3745,169,29,1646586.89,12,10.49,Education,2024-02-12,Rejected,Not Applicable
3746,9409,14,1857979.71,60,15.06,Personal,2022-11-28,Rejected,Not Applicable
3747,7037,13,4500000,36,8.4,Home,2025-03-26,Rejected,Not Applicable
3748,2650,42,377514.8,12,13.93,Gold,2025-02-15,Rejected,Not Applicable
3749,6859,62,2829330.17,36,12.17,Auto,2023-08-03,Approved,No Default
3750,8156,64,4500000,84,9.21,Home,2024-04-05,Rejected,Not Applicable
3751,5243,83,851954.75,24,10.56,Home,2023-08-27,Approved,No Default
3752,7704,74,4500000,48,16.76,Business,2024-01-02,Rejected,Not Applicable
3753,7052,75,2331847.05,48,9.47,Auto,2024-10-14,Approved,No Default
3754,4370,71,572282.07,60,13.89,Personal,2022-12-30,Rejected,Not Applicable
3755,5987,19,4500000,36,7.5,Home,2022-09-15,Rejected,Not Applicable
3756,2726,49,752679.57,36,9.35,Gold,2022-12-30,Approved,Default
3757,2909,83,3131377.07,60,12.85,Auto,2023-01-14,Rejected,Not Applicable
3758,8701,32,4500000,36,7.5,Home,2022-11-24,Rejected,Not Applicable
3759,4289,28,1065069.89,48,8.37,Auto,2023-08-29,Rejected,Not Applicable
3760,9604,95,1268209.1,36,12.5,Auto,2022-09-01,Approved,No Default
3761,7371,46,1610339.93,48,14.54,Business,2022-02-10,Rejected,Not Applicable
3762,3749,24,4500000,24,10.29,Home,2024-02-22,Rejected,Not Applicable
3763,7012,75,1968189.12,48,15.78,Personal,2024-08-07,Rejected,Not Applicable
3764,1796,80,4500000,36,7.5,Home,2023-09-29,Approved,No Default
3765,9294,33,2248895.68,120,14.63,Business,2023-02-04,Rejected,Not Applicable
3766,9543,21,4500000,36,9.83,Home,2025-03-29,Rejected,Not Applicable
3767,7566,29,4500000,36,9.86,Home,2022-05-04,Pending,Not Applicable
3768,3826,82,4500000,60,13.55,Business,2023-07-12,Rejected,Not Applicable
3769,8190,100,2641409.69,36,10.0,Home,2024-12-24,Rejected,Not Applicable
3770,5539,53,4500000,36,16.97,Business,2024-08-22,Rejected,Not Applicable
3771,6982,17,673594.45,84,12.18,Education,2024-04-12,Approved,No Default
3772,7093,49,4500000,36,12.21,Business,2024-12-24,Approved,Default
3773,5633,21,1892224.18,36,8.93,Home,2022-03-21,Rejected,Not Applicable
3774,9922,20,1669549.83,36,13.24,Auto,2025-03-31,Rejected,Not Applicable
3775,4293,37,1199624.71,36,10.28,Education,2024-08-14,Rejected,Not Applicable
3776,5846,55,776974.37,84,12.07,Gold,2022-02-01,Rejected,Not Applicable
3777,4162,63,2354397.25,60,14.31,Personal,2023-02-12,Rejected,Not Applicable
3778,2342,7,1984482.17,84,13.53,Personal,2023-01-18,Rejected,Not Applicable
3779,5866,10,1668922.78,36,16.26,Business,2023-07-04,Approved,No Default
3780,666,100,206857.29,48,14.36,Gold,2023-04-07,Approved,No Default
3781,6178,68,4500000,36,9.73,Auto,2024-06-07,Approved,No Default
3782,2064,78,3411427.21,24,9.03,Education,2023-04-12,Pending,Not Applicable
3783,5010,47,1709206.03,36,10.6,Personal,2023-10-28,Rejected,Not Applicable
3784,6692,18,673435.79,24,7.5,Home,2022-02-06,Approved,No Default
3785,361,90,2625046.08,24,13.81,Personal,2025-02-11,Rejected,Not Applicable
3786,9393,9,3869301.48,48,17.19,Business,2024-06-22,Rejected,Not Applicable
3787,2783,20,487440.66,60,12.35,Personal,2023-08-02,Pending,Not Applicable
3788,9352,68,1150924.45,60,16.03,Business,2023-09-14,Pending,Not Applicable
3789,8254,37,1116722.46,24,8.85,Education,2024-05-21,Approved,No Default
3790,2534,37,4500000,12,10.48,Home,2023-05-05,Approved,Default
3791,7872,52,4500000,60,16.53,Business,2024-09-04,Approved,Default
3792,2382,14,2069685.01,24,11.92,Auto,2024-03-30,Rejected,Not Applicable
3793,8374,19,2282790.74,60,15.68,Personal,2023-09-20,Rejected,Not Applicable
3794,4531,81,1244998.24,48,10.65,Home,2024-01-21,Approved,No Default
3795,8439,80,4500000,36,15.48,Business,2022-02-03,Rejected,Not Applicable
3796,5672,70,4278276.13,48,13.33,Business,2023-08-02,Approved,No Default
3797,1681,31,2764985.45,60,10.8,Education,2022-03-29,Rejected,Not Applicable
3798,548,90,4500000,36,14.65,Personal,2023-11-19,Rejected,Not Applicable
3799,3718,92,723879.71,12,12.95,Personal,2023-07-05,Rejected,Not Applicable
3800,3316,31,2926346.2,24,14.27,Personal,2024-08-28,Approved,No Default
3801,5135,34,1785960.63,12,9.4,Home,2024-04-08,Rejected,Not Applicable
3802,4650,8,4500000,24,8.67,Home,2023-10-22,Approved,No Default
3803,278,43,3489990.1,84,16.23,Business,2025-02-13,Approved,No Default
3804,8565,48,1500285.46,48,7.5,Home,2024-01-17,Approved,No Default
3805,662,21,437702.99,24,13.31,Personal,2024-05-12,Approved,No Default
3806,5242,1,4112987.63,48,9.6,Home,2023-04-30,Rejected,Not Applicable
3807,6380,42,1186472.41,24,9.11,Education,2022-08-03,Approved,Default
3808,9120,13,4500000,36,9.07,Auto,2022-07-28,Rejected,Not Applicable
3809,7117,9,4500000,60,11.53,Home,2024-09-22,Rejected,Not Applicable
3810,9633,8,1402855.82,24,10.33,Gold,2025-02-11,Approved,No Default
3811,4309,8,2745189.26,60,12.67,Personal,2024-12-28,Approved,No Default
3812,7258,37,4500000,36,13.79,Business,2022-11-04,Approved,No Default
3813,1015,62,1028404.09,24,12.22,Gold,2023-05-07,Rejected,Not Applicable
3814,994,16,1571708.37,36,12.28,Auto,2022-02-21,Rejected,Not Applicable
3815,1823,5,2731253.47,120,8.55,Education,2023-05-25,Rejected,Not Applicable
3816,1063,66,3407588.02,60,14.06,Personal,2023-12-05,Approved,Default
3817,8001,30,4251029.37,36,7.69,Home,2022-06-25,Approved,No Default
3818,9651,73,952600.96,84,10.14,Home,2023-09-18,Rejected,Not Applicable
3819,1257,65,2704674.79,24,9.62,Education,2025-02-13,Rejected,Not Applicable
3820,1810,31,2391342.24,48,15.67,Business,2023-07-05,Approved,No Default
3821,1652,6,4328736.16,48,13.71,Personal,2022-11-04,Rejected,Not Applicable
3822,6355,98,2932060.94,48,16.36,Personal,2023-09-21,Rejected,Not Applicable
3823,1883,81,293989.65,12,12.78,Gold,2022-12-16,Pending,Not Applicable
3824,5792,1,2521895.43,36,9.75,Auto,2023-07-31,Rejected,Not Applicable
3825,817,57,4500000,12,10.86,Auto,2023-12-24,Approved,No Default
3826,2565,90,1272672.58,36,10.95,Personal,2023-04-14,Approved,No Default
3827,2611,59,4500000,36,15.92,Business,2024-12-10,Rejected,Not Applicable
3828,7805,14,4500000,60,14.72,Business,2023-10-17,Rejected,Not Applicable
3829,7146,97,1904495.31,48,14.54,Personal,2022-04-16,Rejected,Not Applicable
3830,7009,87,4500000,12,8.27,Home,2022-11-29,Rejected,Not Applicable
3831,4093,3,4500000,36,7.5,Home,2025-03-14,Rejected,Not Applicable
3832,4988,59,4500000,48,8.58,Home,2024-03-21,Approved,No Default
3833,7179,45,1226293.23,12,13.29,Gold,2025-01-06,Rejected,Not Applicable
3834,2736,59,4500000,12,15.09,Business,2023-07-08,Rejected,Not Applicable
3835,7154,51,2944263.74,12,10.36,Personal,2022-10-14,Rejected,Not Applicable
3836,9086,72,4500000,84,15.94,Business,2022-06-08,Approved,Default
3837,4333,86,3837924.71,84,10.91,Personal,2022-11-11,Approved,Default
3838,8782,95,4500000,36,15.49,Business,2022-05-16,Rejected,Not Applicable
3839,4994,32,4500000,60,9.12,Home,2023-04-03,Rejected,Not Applicable
3840,1503,1,1170879.12,36,17.67,Business,2024-04-14,Rejected,Not Applicable
3841,5359,14,4500000,60,11.32,Auto,2023-09-19,Rejected,Not Applicable
3842,3716,1,1716657.81,120,8.81,Auto,2023-01-15,Approved,No Default
3843,7751,68,4500000,36,9.74,Home,2024-04-03,Approved,No Default
3844,7579,92,2265651.38,60,11.39,Personal,2023-02-24,Rejected,Not Applicable
3845,8585,7,4500000,36,9.59,Home,2022-11-15,Rejected,Not Applicable
3846,1292,16,4029794.94,48,13.01,Education,2024-05-31,Rejected,Not Applicable
3847,8759,89,3756267.36,60,9.78,Auto,2022-05-20,Rejected,Not Applicable
3848,4456,63,4366032.15,60,13.02,Personal,2024-01-20,Approved,No Default
3849,9215,4,2250124.6,84,10.01,Home,2024-02-11,Rejected,Not Applicable
3850,7397,84,4448390.51,60,14.27,Business,2022-05-22,Rejected,Not Applicable
3851,7096,55,1045030.8,12,11.89,Education,2024-09-07,Pending,Not Applicable
3852,9843,93,1376076.76,48,14.11,Personal,2024-05-25,Rejected,Not Applicable
3853,3875,4,1392555.06,48,13.75,Personal,2024-10-10,Rejected,Not Applicable
3854,1903,30,2908822.18,84,9.62,Education,2023-03-15,Rejected,Not Applicable
3855,1129,86,3383630.8,24,8.09,Home,2023-05-17,Rejected,Not Applicable
3856,422,64,3859315.51,60,10.35,Education,2024-08-27,Rejected,Not Applicable
3857,2579,65,1957874.67,36,11.49,Auto,2022-09-02,Rejected,Not Applicable
3858,6753,95,3174150.33,12,8.29,Auto,2024-12-21,Rejected,Not Applicable
3859,199,27,745669.29,48,12.06,Gold,2022-08-01,Rejected,Not Applicable
3860,9224,48,1322366.44,36,13.26,Gold,2023-12-09,Rejected,Not Applicable
3861,4262,40,4500000,12,13.89,Business,2024-01-03,Approved,No Default
3862,9921,40,1979899.28,48,13.55,Personal,2024-07-27,Rejected,Not Applicable
3863,7243,79,4500000,84,10.51,Home,2022-12-06,Rejected,Not Applicable
3864,2091,94,4500000,60,13.62,Business,2023-05-04,Rejected,Not Applicable
3865,8410,20,609534.94,60,14.18,Personal,2023-05-31,Approved,No Default
3866,572,22,4500000,36,10.86,Auto,2024-09-09,Rejected,Not Applicable
3867,7909,92,2715511.16,60,10.0,Auto,2023-12-04,Rejected,Not Applicable
3868,2305,88,976207.38,36,11.92,Personal,2022-10-31,Approved,No Default
3869,1020,11,2998538.62,48,14.61,Business,2023-08-20,Rejected,Not Applicable
3870,9128,10,2547970.47,36,14.42,Business,2024-12-09,Rejected,Not Applicable
3871,1413,19,3789706.8,48,9.86,Auto,2022-04-08,Rejected,Not Applicable
3872,6075,37,1877282.81,60,14.22,Gold,2024-06-26,Pending,Not Applicable
3873,1289,46,1283307.54,36,13.46,Personal,2022-10-04,Rejected,Not Applicable
3874,784,45,1463138.09,48,7.5,Home,2024-03-05,Rejected,Not Applicable
3875,6385,97,1756637.79,84,16.38,Business,2024-01-30,Pending,Not Applicable
3876,648,9,1028801.96,120,12.19,Education,2023-06-28,Rejected,Not Applicable
3877,7084,42,387452.57,12,12.39,Gold,2023-09-11,Approved,No Default
